customer_id,age,gender,country,session_duration,pages_viewed,products_viewed,cart_items,purchases,total_spent,last_login_days,preferred_device,membership,churn
2184,23,Female,USA,19.491509754831213,25,14,8,2,246.7488665296471,2,Desktop,Basic,0
2185,45,Male,USA,26.892080889446085,38,14,3,2,298.99508420517446,29,Desktop,Basic,0
2186,46,Female,Canada,34.86752921563201,18,16,0,4,254.53294738061427,48,Mobile,Basic,0
2187,43,Female,Ghana,40.385072661712606,33,5,2,4,186.12301686125184,29,Desktop,Basic,0
2188,42,Male,UK,26.2114789932101,33,15,6,0,336.4776782622226,36,Desktop,Basic,1
2189,29,Male,UK,43.88420868580404,32,9,0,2,100.47907326612085,38,Mobile,Premium,0
2190,22,Male,Ghana,36.501054668355096,25,7,7,2,124.7938750451222,7,Desktop,Premium,0
2191,51,Male,Ghana,36.95653018926372,14,13,8,4,217.59368919167298,30,Desktop,Premium,0
2192,54,Male,Ghana,20.809882460089188,38,8,7,4,206.87022833358833,23,Mobile,Basic,0
2193,32,Female,Ghana,48.07760220773568,38,12,4,0,265.37009116491294,51,Desktop,Basic,1
2194,61,Female,Canada,35.5336445202159,4,4,8,2,212.84415506498217,28,Desktop,Basic,0
2195,53,Male,UK,26.673326371036627,44,16,3,0,229.52277672251893,56,Desktop,Premium,1
2196,32,Male,Germany,24.908827622566207,18,6,8,4,279.6933083518915,23,Mobile,Premium,0
2197,60,Male,UK,26.89547857300177,10,5,0,3,211.26188796653335,36,Desktop,Basic,0
2198,40,Female,UK,19.81662455122266,35,1,2,4,254.36751896254577,42,Mobile,Premium,0
2199,23,Male,USA,39.88300544349492,35,14,3,2,139.5487277538525,29,Mobile,Premium,0
2200,63,Male,Ghana,20.84077909729593,40,9,9,0,144.82650386184457,4,Desktop,Basic,0
2201,61,Female,Ghana,32.898248388748584,23,18,0,2,270.48278029110287,20,Mobile,Premium,0
2202,60,Female,Ghana,25.50082753798615,25,6,5,4,209.6817980301801,5,Desktop,Premium,0
2203,62,Female,USA,36.70796468918347,1,15,3,4,213.543537981514,46,Desktop,Basic,0
2204,38,Female,Canada,38.067048162619145,18,16,3,1,144.5193739726318,11,Desktop,Premium,0
2205,40,Male,Canada,23.56094937580878,15,8,0,4,167.3047828520834,2,Mobile,Basic,0
2206,60,Female,Germany,29.66126334242018,25,19,4,2,222.93637703087842,41,Desktop,Basic,0
2207,33,Female,Canada,15.566085384055949,32,5,8,0,175.91203828243846,54,Mobile,Premium,1
2208,64,Male,Canada,47.00543175313815,20,14,5,0,131.0443050862956,44,Mobile,Basic,1
2209,32,Male,Ghana,40.68003106929842,17,7,7,1,131.97421081455053,24,Mobile,Premium,0
2210,42,Male,UK,16.044611003024517,11,4,3,2,149.01347851605735,59,Desktop,Premium,0
2211,53,Female,Canada,21.330957946513195,13,1,8,4,172.88451063522464,33,Mobile,Basic,0
2212,28,Male,Canada,28.651816798016593,25,4,6,3,177.87877094458997,22,Mobile,Premium,0
2213,32,Female,USA,30.387607200614823,20,14,6,0,325.47014041981345,47,Mobile,Basic,1
2214,21,Female,Germany,23.139486994734504,25,16,7,2,273.9339479714972,6,Mobile,Premium,0
2215,38,Female,USA,18.550720022947264,42,7,1,1,223.7535845528107,24,Mobile,Basic,0
2216,30,Male,Ghana,33.95031310866156,45,10,5,3,348.9913574563029,29,Mobile,Basic,0
2217,39,Female,UK,47.394844705186884,49,10,6,2,190.75657301798196,49,Desktop,Basic,0
2218,36,Male,Germany,30.546654184046133,31,4,2,4,238.03874141710654,32,Mobile,Basic,0
2219,51,Male,USA,27.08287795818878,1,12,7,0,226.30509224338087,53,Desktop,Basic,1
2220,31,Male,Canada,26.031605869941334,16,6,0,4,237.8036414041929,47,Desktop,Basic,0
2221,21,Female,Canada,19.032763493561585,48,13,0,1,140.1262424522415,30,Desktop,Basic,0
2222,63,Female,Germany,23.280152485093236,28,1,9,0,175.64499385957802,46,Mobile,Basic,1
2223,44,Female,Canada,41.36111080363663,21,8,2,3,135.07744629603235,51,Desktop,Premium,0
2224,46,Male,USA,9.291499920672095,30,16,5,0,232.61260816830537,54,Desktop,Premium,1
2225,64,Female,USA,30.70103323647302,3,5,6,4,200.2661935666556,41,Mobile,Premium,0
2226,45,Female,Canada,30.279546668593557,34,7,1,2,49.426493673637594,58,Mobile,Premium,0
2227,52,Female,Canada,31.183993334896442,6,3,5,2,241.08417574903135,3,Desktop,Premium,0
2228,25,Female,Ghana,37.274177084235184,43,2,4,2,217.33891633597142,25,Desktop,Premium,0
2229,33,Female,UK,30.611612635689742,29,2,5,1,336.33819955943693,28,Desktop,Premium,0
2230,59,Male,Germany,25.46040567678985,3,10,0,1,274.16107558798683,57,Mobile,Premium,0
2231,53,Male,USA,23.433772418112156,33,9,9,2,289.0269394839565,15,Mobile,Basic,0
2232,47,Male,Germany,42.98343763148232,11,18,6,3,109.69272687878636,17,Mobile,Premium,0
2233,35,Male,Ghana,40.410519775558036,45,6,7,4,289.4579455664873,2,Desktop,Premium,0
2234,19,Female,USA,58.77637519611291,5,6,6,3,184.4082885993211,27,Mobile,Premium,0
2235,30,Male,Ghana,27.19011571317401,32,10,8,2,144.6466251726061,36,Mobile,Premium,0
2236,21,Female,Ghana,23.61786992695368,47,9,0,4,12.366645234565453,14,Mobile,Basic,0
2237,43,Male,Canada,34.53166896300501,18,9,9,1,305.06962009423955,43,Desktop,Basic,0
2238,42,Male,Germany,34.29016491863055,47,3,8,0,177.23414037768168,59,Mobile,Premium,1
2239,47,Male,Germany,36.36355078882783,20,12,2,0,190.2224776762174,32,Desktop,Premium,1
2240,28,Female,Canada,38.47130877356365,39,11,1,4,225.68294942917223,12,Desktop,Basic,0
2241,24,Female,Germany,36.266736121033404,49,14,5,3,348.98398418777225,23,Mobile,Basic,0
2242,48,Male,Canada,40.750316059832045,40,19,4,4,181.93313122341746,16,Mobile,Basic,0
2243,61,Female,USA,42.080053105854866,28,10,3,3,198.76538242520192,44,Mobile,Premium,0
2244,27,Male,Ghana,42.25844716531459,13,19,3,3,277.49192051630064,2,Desktop,Basic,0
2245,56,Male,Ghana,7.386620497818043,26,5,7,0,177.67083750960484,7,Desktop,Basic,0
2246,30,Male,Germany,32.3238090257094,16,9,9,1,133.50207564288405,21,Desktop,Basic,0
2247,48,Female,UK,20.767898114554544,25,1,2,2,24.93021662652339,58,Desktop,Basic,0
2248,24,Male,Ghana,40.55447765702033,10,15,0,1,306.9027250800308,31,Mobile,Basic,0
2249,59,Male,Canada,7.176983049007095,29,4,4,2,219.0982662684861,23,Mobile,Basic,0
2250,59,Male,UK,44.69225277733243,46,7,7,0,243.68461900510593,57,Desktop,Premium,1
2251,53,Female,UK,21.353002856323474,38,6,2,2,161.10614503488802,25,Desktop,Premium,0
2252,37,Male,Ghana,19.061363600184663,20,15,1,3,254.3795035498782,35,Desktop,Basic,0
2253,21,Female,Ghana,33.56249320697575,26,6,0,4,153.29629073167294,35,Desktop,Basic,0
2254,24,Male,Ghana,26.267292426691476,32,7,3,2,213.01364853154277,45,Mobile,Basic,0
2255,18,Female,Canada,47.79389307604242,39,3,1,1,208.62431660228955,7,Mobile,Premium,0
2256,61,Male,UK,43.63033147127596,38,13,7,0,290.3470143349213,5,Mobile,Premium,0
2257,62,Male,Germany,24.891652975219237,49,2,9,0,251.76053199290453,32,Mobile,Premium,1
2258,59,Female,Canada,40.42484960205803,24,3,8,4,149.8767108471506,53,Desktop,Premium,0
2259,64,Female,USA,24.547130996972477,31,13,9,3,248.1020144903804,5,Desktop,Basic,0
2260,30,Male,Ghana,24.460853745839884,40,9,0,3,170.6303205210425,25,Mobile,Premium,0
2261,39,Female,UK,37.14184758062929,12,19,1,0,135.0217202566822,31,Mobile,Basic,1
2262,38,Male,Canada,44.55841090469153,36,18,5,3,244.07837234428098,20,Mobile,Basic,0
2263,39,Male,USA,25.589274821878508,10,5,9,4,215.51930631592683,22,Mobile,Basic,0
2264,45,Male,Canada,26.350712264978572,6,10,6,0,104.3256032962114,38,Mobile,Basic,1
2265,26,Female,Canada,33.01204719091721,7,14,1,3,158.78370965138862,13,Mobile,Basic,0
2266,43,Male,Germany,21.06009525530402,31,17,7,2,259.6327806956462,39,Desktop,Basic,0
2267,26,Female,Germany,45.65410389826253,27,3,9,2,231.12919634756128,2,Desktop,Basic,0
2268,32,Male,Canada,20.964473914383646,8,7,8,3,234.48365106602714,22,Mobile,Basic,0
2269,27,Female,USA,23.668062344640045,3,9,7,2,347.62719017397126,9,Mobile,Premium,0
2270,41,Female,UK,47.67239071039536,40,5,8,4,279.6799171509179,51,Desktop,Basic,0
2271,59,Male,UK,32.14588428888502,47,4,5,1,190.65709281071014,2,Desktop,Premium,0
2272,25,Female,Ghana,49.43583428819606,21,3,6,4,167.68424051846893,45,Mobile,Basic,0
2273,41,Male,Ghana,27.807224793155335,1,13,5,4,145.58959880881716,32,Desktop,Basic,0
2274,33,Male,UK,55.19518819872356,45,9,6,3,163.21737505883283,8,Desktop,Basic,0
2275,43,Male,Canada,36.15649980496148,15,7,2,4,72.06863159143685,16,Desktop,Basic,0
2276,44,Male,Canada,22.475640473880837,7,8,3,3,102.71232760206401,33,Desktop,Basic,0
2277,54,Male,Germany,22.321623813253087,15,10,8,0,252.62089631557376,11,Desktop,Premium,0
2278,21,Female,Germany,15.427920891989114,25,1,2,3,322.78220781555376,32,Desktop,Basic,0
2279,41,Male,Ghana,16.52185053990594,3,1,1,3,204.4185998810435,8,Desktop,Premium,0
2280,36,Female,UK,23.404684155506384,30,19,6,0,143.79025932688262,32,Desktop,Basic,1
2281,53,Female,Canada,20.084015604168815,14,2,5,1,-72.35891887454824,21,Desktop,Premium,0
2282,56,Male,UK,4.220688077255083,4,12,2,0,336.30900935802276,25,Desktop,Premium,0
2283,27,Female,USA,38.41520991880931,36,13,5,3,92.91819823591865,57,Mobile,Premium,0
2284,42,Male,UK,37.75337720906054,3,14,6,2,82.23122349381552,20,Mobile,Basic,0
2285,35,Female,USA,33.08376876975784,5,5,5,3,176.2039025873815,1,Desktop,Premium,0
2286,36,Female,Germany,18.65033583047243,25,3,0,0,196.61392722856112,21,Mobile,Premium,0
2287,53,Female,Germany,46.46792108755312,31,17,0,3,200.8290490487905,7,Mobile,Basic,0
2288,27,Male,Ghana,28.218319097034275,11,1,8,0,131.60467505979784,57,Desktop,Basic,1
2289,50,Female,UK,21.667671945152364,8,14,5,4,233.2570658958359,58,Mobile,Basic,0
2290,22,Male,UK,32.325861323433244,26,6,1,1,158.25872433154083,25,Desktop,Premium,0
2291,64,Female,USA,31.75239171548709,2,17,0,1,160.243561474441,9,Mobile,Basic,0
2292,52,Female,Germany,4.97249616762069,28,4,1,0,177.7029141252476,22,Mobile,Basic,0
2293,61,Female,USA,29.690546251461093,48,6,7,1,145.84685118788238,2,Mobile,Premium,0
2294,51,Female,Germany,31.20539025469707,10,1,4,2,99.65683208714344,53,Desktop,Basic,0
2295,50,Male,USA,26.2125882595585,39,9,6,2,104.87930558122686,19,Mobile,Basic,0
2296,38,Male,Germany,16.785451390188175,37,4,6,1,111.58790138911696,6,Desktop,Basic,0
2297,34,Female,USA,17.08005391661132,39,9,1,0,236.48621579777142,59,Mobile,Basic,1
2298,39,Female,Germany,35.140654308189795,21,9,3,2,231.92949456517516,5,Mobile,Premium,0
2299,54,Male,USA,37.61600982940194,28,13,1,1,178.4994900769382,45,Desktop,Basic,0
2300,32,Male,UK,25.519905051027692,38,17,6,3,182.47180126431525,10,Mobile,Premium,0
2301,52,Male,Ghana,33.823177320427554,33,3,4,2,293.4031098900465,59,Desktop,Basic,0
2302,45,Male,USA,25.42081744906154,11,6,0,4,241.13665221189922,1,Desktop,Premium,0
2303,24,Female,Ghana,21.467609972568663,45,15,1,2,325.19083041461175,26,Desktop,Premium,0
2304,49,Female,UK,32.144968860886564,44,14,5,1,153.8150831436173,26,Desktop,Basic,0
2305,28,Male,UK,18.509049977464812,1,13,3,1,106.80354716136387,18,Mobile,Basic,0
2306,27,Male,Germany,48.93784089832049,47,9,6,1,279.7523465117487,59,Desktop,Basic,0
2307,26,Male,Ghana,15.62486287168628,33,15,1,0,198.35471528318084,21,Desktop,Premium,0
2308,31,Male,Canada,32.83827364229263,3,14,1,0,135.7729413021866,46,Desktop,Premium,1
2309,30,Male,Germany,31.50239332559649,26,4,5,3,239.10389131224352,12,Mobile,Basic,0
2310,42,Male,Ghana,30.61475680722367,15,11,7,3,143.59868993978586,38,Mobile,Premium,0
2311,19,Female,USA,44.83393396023429,41,2,0,2,255.11967569954763,14,Desktop,Basic,0
2312,52,Female,USA,3.1378873245409338,14,16,4,1,238.87613367663766,49,Mobile,Basic,0
2313,24,Female,UK,34.11732105488908,23,19,0,3,181.9229233840572,32,Mobile,Basic,0
2314,38,Male,Canada,27.26622502622299,8,16,5,1,65.06675450377304,39,Desktop,Basic,0
2315,35,Male,USA,35.83975795513874,36,7,6,2,126.14689762088798,35,Desktop,Premium,0
2316,20,Male,Ghana,30.546822758182593,20,11,5,0,321.46834540365785,17,Mobile,Basic,0
2317,59,Female,Ghana,29.249796202535318,6,12,8,3,339.638219497571,55,Mobile,Premium,0
2318,56,Male,USA,17.92685334278285,33,4,2,4,407.460411686664,55,Mobile,Basic,0
2319,58,Male,Ghana,23.268624995894424,28,16,7,4,232.03057867256953,10,Mobile,Basic,0
2320,28,Female,Ghana,61.31509881952745,38,16,2,4,112.79274431346595,35,Desktop,Premium,0
2321,56,Male,UK,35.93102095942694,30,7,6,4,307.1204798336941,16,Mobile,Premium,0
2322,41,Female,Canada,40.525931743720456,46,13,4,4,178.86655149952708,6,Mobile,Basic,0
2323,63,Female,UK,26.48103176376843,43,5,0,4,145.4141777145349,4,Mobile,Basic,0
2324,36,Male,Canada,21.443906314234408,17,1,3,4,226.77952214578363,52,Desktop,Premium,0
2325,21,Female,Ghana,37.764277744479855,9,5,8,3,351.75432359754325,9,Mobile,Premium,0
2326,43,Male,Canada,10.962817308522489,28,14,7,4,191.57527205326835,29,Desktop,Premium,0
2327,55,Female,Ghana,23.492615006219474,7,11,2,4,201.36012663896116,7,Desktop,Basic,0
2328,59,Male,Ghana,26.45424545262699,46,2,1,2,77.42815743604466,16,Desktop,Basic,0
2329,49,Female,UK,39.44989103368654,28,18,8,3,208.62020026795247,6,Mobile,Basic,0
2330,56,Male,UK,34.137127136213095,17,15,0,2,253.23848412732593,44,Mobile,Basic,0
2331,62,Female,Germany,25.27100271367391,40,14,8,1,192.98844718916646,57,Desktop,Premium,0
2332,63,Female,USA,33.68973012102345,48,13,6,4,198.92033506505229,3,Mobile,Premium,0
2333,53,Female,Germany,26.96848161023324,44,2,1,0,218.0110034060333,44,Desktop,Premium,1
2334,57,Male,Germany,40.70037758934324,44,19,4,4,116.06582257414601,52,Desktop,Premium,0
2335,54,Male,Canada,32.36156722077082,5,8,1,4,17.782287525162957,14,Mobile,Premium,0
2336,50,Female,Ghana,47.36442804766293,5,17,4,2,191.73694532550758,14,Desktop,Premium,0
2337,53,Male,Ghana,27.2220567266956,14,15,6,1,181.95053027770828,9,Desktop,Basic,0
2338,20,Female,Ghana,42.253952328596725,6,14,4,2,245.60015530343227,36,Mobile,Basic,0
2339,26,Male,USA,30.904139936951886,7,3,1,3,391.76828790938936,23,Desktop,Premium,0
2340,25,Female,Canada,23.027563491076677,17,17,4,1,303.68190149730793,57,Mobile,Premium,0
2341,50,Male,Canada,56.01574515484019,9,3,9,1,35.44030885197233,52,Mobile,Basic,0
2342,23,Female,Ghana,43.09708824363341,31,13,5,1,401.6626698315605,57,Desktop,Premium,0
2343,58,Female,Germany,32.34323293179914,22,18,4,2,253.12068794351958,15,Desktop,Basic,0
2344,56,Female,USA,37.65996349810396,45,1,1,4,178.82569354413326,7,Mobile,Basic,0
2345,21,Female,Germany,19.17981301697008,9,7,5,4,318.111096767248,20,Desktop,Premium,0
2346,30,Male,UK,19.531884873489112,16,5,5,4,-4.249984377679283,19,Mobile,Premium,0
2347,19,Female,Canada,41.140902868275454,36,2,1,4,156.43755413285874,6,Desktop,Basic,0
2348,22,Male,Canada,30.047973787501203,34,17,3,4,215.7665293585718,51,Mobile,Basic,0
2349,61,Male,Germany,28.44182444798786,45,10,6,3,205.38580556576775,39,Desktop,Premium,0
2350,44,Female,USA,27.12062305039343,13,4,0,0,321.12622358093404,1,Mobile,Basic,0
2351,49,Male,Canada,31.52067435469113,19,9,0,1,294.4392294864543,7,Desktop,Premium,0
2352,38,Male,Germany,27.457505884487077,12,11,5,0,254.5698908306344,35,Desktop,Basic,1
2353,25,Male,USA,9.678592231285737,36,12,6,3,177.84289167037906,25,Mobile,Premium,0
2354,55,Female,Germany,44.158752668283014,10,12,4,4,276.9065948565414,38,Mobile,Basic,0
2355,25,Male,USA,28.89439638161214,16,18,9,3,152.15483541876895,23,Desktop,Premium,0
2356,20,Male,Ghana,48.315286296380286,28,4,7,3,261.78563054187833,25,Desktop,Premium,0
2357,61,Female,USA,12.37803723825737,19,9,3,0,141.6817920843137,38,Desktop,Premium,1
2358,20,Female,UK,12.338806774029912,40,8,2,1,223.53551385370096,58,Desktop,Premium,0
2359,39,Male,Ghana,27.245864644827613,6,19,6,2,83.53453718795265,11,Mobile,Premium,0
2360,23,Female,Germany,39.775273185396316,4,13,3,2,282.8415042768787,34,Desktop,Basic,0
2361,19,Male,Ghana,17.803327784725568,30,2,0,1,164.434081117034,31,Desktop,Basic,0
2362,40,Male,Ghana,17.415219446745898,39,19,7,4,90.47669285565577,38,Mobile,Premium,0
2363,61,Male,Germany,33.719523387104054,31,14,4,3,122.90751779500005,54,Desktop,Basic,0
2364,19,Female,Germany,26.871263333812816,46,5,7,4,175.48333385365197,50,Mobile,Basic,0
2365,55,Male,UK,35.44079911095245,27,10,7,3,127.02320785566255,55,Desktop,Premium,0
2366,34,Female,Germany,27.050501967525996,45,17,4,2,257.61339505658947,46,Mobile,Basic,0
2367,52,Female,Canada,33.85137282804983,21,16,7,1,177.7811688906806,12,Mobile,Basic,0
2368,51,Male,Canada,43.66133238946735,37,17,6,0,274.7976286420078,9,Desktop,Basic,0
2369,40,Female,UK,17.824532082440037,9,1,2,0,177.36769107182022,13,Mobile,Premium,0
2370,47,Female,USA,41.84787013816127,35,15,3,1,257.3663223252558,58,Desktop,Basic,0
2371,25,Female,USA,12.958525313266783,42,17,6,2,200.71877796958233,20,Mobile,Basic,0
2372,39,Female,Canada,36.09336573836615,47,11,3,3,179.24987947143666,59,Mobile,Premium,0
2373,61,Female,Germany,44.19269169363041,21,5,5,0,116.7494936249146,21,Mobile,Basic,0
2374,53,Male,UK,24.759319763472703,17,4,1,2,205.42817934476403,22,Desktop,Premium,0
2375,22,Female,USA,36.445551141916944,24,9,1,1,258.8316794156269,1,Desktop,Basic,0
2376,30,Male,USA,25.12906843050459,31,16,2,4,144.99901029118536,40,Mobile,Premium,0
2377,46,Male,Ghana,35.85381134126975,6,12,9,2,199.00236744239473,41,Desktop,Premium,0
2378,48,Male,Canada,7.41500643690452,35,18,6,2,155.87380443553337,17,Mobile,Premium,0
2379,64,Male,Germany,31.621566640874146,37,3,2,4,354.8973827364749,45,Mobile,Basic,0
2380,33,Male,UK,33.95390963843464,13,15,2,2,224.95939429527164,4,Desktop,Premium,0
2381,59,Male,USA,43.446819510731096,25,18,3,0,207.19550985990736,6,Mobile,Basic,0
2382,47,Female,Ghana,39.252555412798145,32,12,9,0,161.13974642432441,45,Desktop,Basic,1
2383,33,Female,Canada,28.387639476024948,1,13,5,0,270.7138800983314,58,Mobile,Basic,1
2384,29,Female,Canada,32.680647979486416,49,1,0,2,199.9457122663727,49,Desktop,Basic,0
2385,34,Male,UK,15.538835750937075,35,4,5,2,194.80738518317486,19,Mobile,Premium,0
2386,33,Female,USA,46.44074938040169,19,8,7,2,194.1369473331215,30,Mobile,Premium,0
2387,29,Female,UK,36.91159398322071,12,19,7,1,111.52182570279612,23,Mobile,Premium,0
2388,25,Female,UK,11.390992307892393,40,5,5,4,319.667087990725,32,Mobile,Basic,0
2389,37,Male,Ghana,32.45987048128154,40,11,5,2,273.568590530332,56,Mobile,Premium,0
2390,20,Female,Canada,33.22340444477964,47,17,2,4,200.71358974778096,29,Desktop,Basic,0
2391,33,Male,Germany,22.260561041371396,43,17,1,3,191.75178690981883,8,Desktop,Basic,0
2392,47,Female,Canada,30.96865535626178,20,2,6,0,129.47246638353505,21,Mobile,Premium,0
2393,62,Male,Canada,21.255198016852823,33,1,7,1,81.91856885139138,17,Mobile,Premium,0
2394,40,Male,Ghana,15.954024272934168,29,4,9,4,129.52399901589644,17,Desktop,Basic,0
2395,45,Male,Germany,23.866530173759468,16,9,5,0,291.490298914851,56,Desktop,Basic,1
2396,57,Female,USA,31.71590259139284,14,2,4,1,169.06415293636965,21,Mobile,Premium,0
2397,22,Female,Germany,39.28331733376234,7,3,3,0,286.59112466585634,15,Mobile,Premium,0
2398,37,Male,USA,30.698184508715183,6,6,0,2,197.59987830237955,27,Mobile,Premium,0
2399,57,Female,Germany,39.38091368939708,21,13,8,2,130.52692243237973,25,Mobile,Basic,0
2400,61,Male,UK,36.487030777040516,36,15,9,0,141.27957866088806,33,Mobile,Basic,1
2401,18,Male,Germany,19.64601954162142,22,11,3,1,219.7279665527411,2,Mobile,Premium,0
2402,47,Female,Ghana,36.41103037041897,40,10,1,0,70.44061181462459,52,Desktop,Basic,1
2403,38,Female,USA,36.68743402621395,19,3,3,3,138.63714914716522,42,Mobile,Basic,0
2404,37,Female,Canada,47.41801047436961,25,9,4,1,163.71119419751525,59,Mobile,Premium,0
2405,23,Male,Ghana,34.106543613356514,3,10,1,1,265.6438906720258,16,Desktop,Premium,0
2406,39,Male,USA,17.65325952187467,36,12,6,0,222.63543094869593,55,Desktop,Basic,1
2407,35,Female,USA,24.45919203659774,45,8,2,4,214.99188919950058,36,Desktop,Basic,0
2408,25,Male,Canada,11.474428652405393,34,17,7,0,237.07042435118254,8,Mobile,Premium,0
2409,56,Female,UK,35.104775188058,11,5,3,4,282.7293384724805,16,Desktop,Premium,0
2410,49,Male,Ghana,46.539675407780415,48,8,4,1,204.04544105666344,7,Mobile,Premium,0
2411,50,Female,Canada,6.088525101504629,42,18,2,2,117.25745489424045,5,Desktop,Premium,0
2412,33,Female,Canada,46.962303425235746,47,11,4,2,215.03136182994228,23,Desktop,Premium,0
2413,29,Male,UK,34.97237503039355,27,10,8,0,132.7685388688926,8,Desktop,Basic,0
2414,55,Female,Ghana,19.234183458427868,42,15,1,4,34.474423694005935,3,Mobile,Premium,0
2415,51,Female,Canada,32.56694639492551,2,6,6,0,215.11467282514135,35,Desktop,Premium,1
2416,31,Male,UK,19.55672322635676,6,19,9,3,241.3383215300642,50,Desktop,Basic,0
2417,53,Female,Ghana,34.40419765582764,46,17,7,0,227.74919730932533,36,Desktop,Premium,1
2418,50,Male,Germany,30.6336105010855,2,10,2,0,240.4269667921359,59,Mobile,Basic,1
2419,40,Female,USA,33.29343569381472,42,5,3,0,289.1744384963844,36,Mobile,Premium,1
2420,62,Male,UK,20.81060682813557,17,16,9,0,122.47438734462911,15,Mobile,Basic,0
2421,19,Female,USA,22.266793933854814,40,12,1,4,168.95969418975082,30,Mobile,Basic,0
2422,58,Female,Germany,35.018214128389715,48,5,9,4,97.03257353605923,15,Mobile,Premium,0
2423,38,Female,Canada,24.972737060673346,14,1,8,4,235.94738479615995,29,Desktop,Premium,0
2424,19,Female,Canada,31.490178081716554,10,2,2,3,298.30504922827004,4,Desktop,Basic,0
2425,44,Male,Ghana,34.52983529707083,45,5,8,3,156.44196361492325,34,Mobile,Basic,0
2426,26,Male,UK,27.776441421954942,33,19,6,0,257.7844956328329,23,Desktop,Premium,0
2427,18,Male,UK,41.551011783717485,42,15,5,4,138.45166706684233,58,Desktop,Basic,0
2428,28,Male,Ghana,28.144495169852625,12,1,2,3,251.638838711684,35,Mobile,Basic,0
2429,20,Male,USA,27.8442451292833,32,11,6,2,21.291730905792264,28,Mobile,Basic,0
2430,40,Male,Canada,23.682948245871664,49,18,2,0,321.8111913338538,31,Mobile,Premium,1
2431,43,Male,Canada,40.39982025278316,24,3,5,1,112.7781068577998,42,Desktop,Basic,0
2432,21,Female,UK,22.927917599756682,14,9,7,4,213.51545397123476,33,Mobile,Premium,0
2433,35,Female,UK,42.54490194153569,5,4,4,0,312.38436415484176,18,Mobile,Basic,0
2434,23,Female,Ghana,31.631127113654106,5,13,2,0,106.55806465346072,5,Mobile,Basic,0
2435,52,Female,Germany,56.8209481364969,47,9,5,1,340.76378174636494,9,Desktop,Premium,0
2436,39,Male,USA,23.395401264374915,32,3,7,2,368.24701829345827,20,Desktop,Premium,0
2437,60,Male,Germany,42.7519390449444,45,16,9,3,255.1186837345249,38,Desktop,Premium,0
2438,32,Male,Germany,35.10241979589149,49,8,2,3,201.3448114857515,51,Mobile,Basic,0
2439,39,Female,UK,24.862457878167408,33,7,4,1,185.21564280209324,9,Desktop,Basic,0
2440,54,Male,UK,35.23679656030524,46,17,8,1,245.93923987059304,18,Mobile,Premium,0
2441,59,Female,UK,34.74954015430535,4,16,9,3,259.6952512604977,56,Mobile,Basic,0
2442,29,Male,Germany,26.68061374814411,30,18,9,2,38.95422479413784,15,Desktop,Premium,0
2443,64,Male,USA,34.28280879007511,41,16,2,2,177.21344837984222,15,Mobile,Basic,0
2444,59,Male,UK,41.63441592814206,17,15,1,0,153.2230877028235,59,Desktop,Premium,1
2445,55,Male,Canada,35.11354160725999,3,2,7,1,141.64551172801418,14,Mobile,Premium,0
2446,35,Female,USA,25.80814830273597,13,4,6,1,143.22306986650148,35,Mobile,Basic,0
2447,62,Female,Canada,25.244976143243573,44,5,8,1,96.47076202229337,40,Desktop,Premium,0
2448,52,Male,USA,29.125901317584685,48,7,3,3,323.9897363327412,51,Mobile,Premium,0
2449,47,Female,UK,41.12462014582164,36,15,2,3,153.01518417214498,43,Desktop,Premium,0
2450,41,Male,Ghana,22.462109094037732,18,17,9,3,188.41280936397317,36,Desktop,Premium,0
2451,59,Male,UK,33.921311743141445,23,10,4,2,174.9996201200831,47,Mobile,Premium,0
2452,47,Male,Germany,14.375324383749994,35,9,0,3,156.09951040648107,56,Mobile,Basic,0
2453,31,Male,Germany,35.94611507529627,49,16,4,0,233.35780503841227,42,Mobile,Premium,1
2454,23,Female,USA,37.51770897970807,33,3,2,3,175.02260647312224,20,Mobile,Basic,0
2455,20,Male,Germany,50.27621496249071,36,9,0,2,248.42987154295224,11,Mobile,Premium,0
2456,33,Male,UK,39.25293053716278,17,8,2,1,325.604071797609,57,Mobile,Basic,0
2457,24,Female,Canada,25.98799074389658,39,7,4,0,111.98616712760511,41,Mobile,Premium,1
2458,31,Male,UK,14.65420702619188,34,17,4,2,225.82534705014015,54,Mobile,Basic,0
2459,26,Female,USA,35.141964859880105,12,5,9,4,223.45952375831752,17,Mobile,Premium,0
2460,32,Male,Germany,26.727776966049042,5,7,7,1,105.96875494247222,41,Mobile,Premium,0
2461,38,Male,Canada,33.34102397724238,48,13,0,3,251.69318975105358,25,Mobile,Basic,0
2462,52,Male,Ghana,22.798149197908383,40,18,6,2,179.01621584468742,29,Desktop,Basic,0
2463,19,Male,Canada,28.268037783529305,27,14,4,4,326.3437261251174,23,Mobile,Basic,0
2464,44,Male,Canada,13.000146979607607,40,18,2,2,279.92010643700996,9,Mobile,Premium,0
2465,19,Male,UK,19.537939029236924,13,3,3,3,199.95966321010116,56,Mobile,Basic,0
2466,52,Female,Ghana,18.127297743383302,26,17,2,2,182.68822623937007,25,Desktop,Premium,0
2467,35,Male,USA,38.72789839282155,14,19,7,4,338.6071154847805,41,Mobile,Basic,0
2468,31,Female,USA,21.72735762724787,32,7,3,2,153.6553487121469,23,Desktop,Premium,0
